train_id	train_name	train_type	zone	source	destination	distance_km	avg_speed_kmph	scheduled_departure	scheduled_arrival	actual_departure	actual_arrival	delay_minutes	weather_condition	track_number	status
29524	Itarsi-Jabalpur Express	Express	WCR	Itarsi	Jabalpur	2023	1201.8	02:15	03:56	02:28	04:25	29	Storm	2	Delayed
12604	Hyderabad-Vijayawada Express	Express	SCR	Hyderabad	Vijayawada	1513	143.4	07:15	17:48	07:43	19:53	125	Fog	3	Delayed
56781	Patna-Muzaffarpur Express	Express	ECR	Patna	Muzaffarpur	2548	661.8	11:45	15:36	11:50	16:05	29	Rain	1	Delayed
83249	Sealdah-Howrah Express	Express	ER	Sealdah	Howrah	2484	251.8	14:45	00:37	15:10	03:36	179	Rain	2	Delayed
32235	Coimbatore-Trivandrum Express	Express	SR	Coimbatore	Trivandrum	241	25.7	01:15	10:38	01:25	11:40	62	Clear	2	Delayed
65181	Chennai-Coimbatore Express	Express	SR	Chennai	Coimbatore	912	179.4	22:45	03:50	22:52	05:23	93	Fog	3	Delayed
90193	Patna-Sealdah Express	Express	ER	Patna	Sealdah	2208	576	03:15	07:05	04:15	09:08	123	Heatwave	2	Delayed
22088	Vijayawada-Guntur Express	Express	SCR	Vijayawada	Guntur	2216	96.6	11:45	10:42	12:22	13:23	161	Fog	1	Delayed
72258	Gorakhpur-Bareilly Express	Express	NER	Gorakhpur	Bareilly	1162	115.8	06:45	16:47	06:57	19:14	147	Clear	1	Delayed
74277	Patna-Howrah Express	Express	ER	Patna	Howrah	1619	439.5	07:15	10:56	07:44	12:43	107	Rain	3	Delayed
81976	Amritsar-Varanasi Express	Express	NR	Amritsar	Varanasi	267	15	18:00	11:51	18:15	13:09	78	Rain	1	Delayed
21151	Muzaffarpur-Dhanbad Express	Express	ECR	Muzaffarpur	Dhanbad	1646	311.5	13:30	18:47	13:33	19:21	34	Rain	3	Delayed
94670	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	51	13.8	15:00	18:42	15:50	21:40	178	Rain	2	Delayed
58321	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	287	26.2	06:00	16:56	06:10	18:00	64	Clear	1	Delayed
92636	Gaya-Patna Express	Express	ECR	Gaya	Patna	1823	442.8	02:45	06:52	03:38	09:52	180	Heatwave	1	Delayed
30611	Muzaffarpur-Patna Express	Express	ECR	Muzaffarpur	Patna	535	57.6	07:30	16:47	07:48	19:28	161	Storm	3	Delayed
44901	Ahmedabad-Surat Express	Express	WR	Ahmedabad	Surat	1790	236	08:00	15:35	08:23	17:37	122	Clear	1	Delayed
64015	Itarsi-Bhopal Express	Express	WCR	Itarsi	Bhopal	1290	64	10:30	06:40	11:06	08:07	87	Clear	3	Delayed
40052	Gaya-Patna Express	Express	ECR	Gaya	Patna	548	263	18:30	20:35	18:46	21:21	46	Storm	3	Delayed
14476	Ahmedabad-Surat Express	Express	WR	Ahmedabad	Surat	769	108.1	10:00	17:07	10:04	17:36	29	Clear	3	Delayed
15368	Amritsar-Lucknow Express	Express	NR	Amritsar	Lucknow	971	48.2	07:00	03:08	07:16	03:41	33	Fog	1	Delayed
61640	Jodhpur-Ajmer Express	Express	NWR	Jodhpur	Ajmer	1005	64.4	03:45	19:21	04:14	21:25	124	Storm	2	Delayed
69524	Secunderabad-Vijayawada Express	Express	SCR	Secunderabad	Vijayawada	1812	275.9	12:30	19:04	12:57	20:17	73	Clear	1	Delayed
37796	Vijayawada-Hyderabad Express	Express	SCR	Vijayawada	Hyderabad	592	75.4	23:30	07:21	00:08	08:47	86	Storm	2	Delayed
68488	Howrah-Patna Express	Express	ER	Howrah	Patna	1046	97.5	04:15	14:59	04:28	16:37	98	Heatwave	3	Delayed
45185	Dhanbad-Patna Express	Express	ECR	Dhanbad	Patna	246	72	12:00	15:25	12:30	16:58	93	Heatwave	1	Delayed
91238	Secunderabad-Vijayawada Express	Express	SCR	Secunderabad	Vijayawada	79	23.7	06:30	09:50	06:36	10:41	51	Heatwave	3	Delayed
77564	Jaipur-Jodhpur Express	Express	NWR	Jaipur	Jodhpur	2559	401.9	08:00	14:22	08:29	16:12	110	Rain	3	Delayed
16965	Mumbai Central-Vadodara Express	Express	WR	Mumbai Central	Vadodara	2070	822.5	16:15	18:46	16:56	20:45	119	Rain	2	Delayed
52377	Surat-Ahmedabad Express	Express	WR	Surat	Ahmedabad	661	49.7	13:00	02:18	13:03	02:33	15	Storm	1	On Time
46189	Varanasi-Lucknow Express	Express	NR	Varanasi	Lucknow	1505	91.7	11:15	03:40	11:43	04:37	57	Heatwave	2	Delayed
79872	Durg-Raipur Express	Express	SECR	Durg	Raipur	190	93.4	08:45	10:47	09:34	12:48	121	Fog	3	Delayed
14866	Dhanbad-Gaya Express	Express	ECR	Dhanbad	Gaya	2696	185.7	18:15	08:46	18:32	09:40	54	Clear	1	Delayed
38698	Vijayawada-Guntur Express	Express	SCR	Vijayawada	Guntur	1778	286.8	16:30	22:42	16:53	00:09	87	Rain	2	Delayed
18830	Ahmedabad-Vadodara Express	Express	WR	Ahmedabad	Vadodara	2427	1673.8	13:45	15:12	14:03	16:32	80	Rain	2	Delayed
34693	Jodhpur-Jaipur Express	Express	NWR	Jodhpur	Jaipur	1557	219.8	16:15	23:20	16:32	23:59	39	Rain	3	Delayed
42003	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	1989	139.1	22:15	12:33	22:44	14:09	96	Fog	1	Delayed
15263	Bilaspur-Nagpur Express	Express	SECR	Bilaspur	Nagpur	1782	327	20:30	01:57	21:33	04:15	138	Storm	3	Delayed
15716	Vijayawada-Secunderabad Express	Express	SCR	Vijayawada	Secunderabad	1803	126.4	19:30	09:46	19:50	11:16	90	Rain	2	Delayed
59191	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	1270	160.8	10:00	17:54	10:15	19:15	81	Fog	1	Delayed
52131	Allahabad-Bareilly Express	Express	NER	Allahabad	Bareilly	2271	235.7	22:30	08:08	23:05	09:29	81	Rain	1	Delayed
22353	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	1114	147.2	10:15	17:49	11:43	20:49	180	Fog	2	Delayed
24607	Dhanbad-Gaya Express	Express	ECR	Dhanbad	Gaya	240	92.3	15:45	18:21	15:52	20:33	132	Heatwave	3	Delayed
46029	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	1933	647.9	18:00	20:59	18:40	23:56	177	Clear	1	Delayed
69435	Vadodara-Surat Express	Express	WR	Vadodara	Surat	588	63.6	13:00	22:15	13:25	23:09	54	Storm	1	Delayed
65496	Asansol-Patna Express	Express	ER	Asansol	Patna	1467	109.5	19:00	08:24	19:32	09:48	84	Fog	3	Delayed
58143	Amritsar-Lucknow Express	Express	NR	Amritsar	Lucknow	1127	68.7	16:15	08:39	17:17	10:47	128	Fog	3	Delayed
91122	Ajmer-Jodhpur Express	Express	NWR	Ajmer	Jodhpur	565	389.7	11:30	12:57	12:23	15:56	179	Rain	3	Delayed
11275	Mumbai Central-Surat Express	Express	WR	Mumbai Central	Surat	361	47.7	07:30	15:04	07:48	16:32	88	Rain	2	Delayed
88583	Jabalpur-Kota Express	Express	WCR	Jabalpur	Kota	2508	147.8	03:45	20:43	04:44	23:03	140	Clear	3	Delayed
85762	Bikaner-Jaipur Express	Express	NWR	Bikaner	Jaipur	1890	161.3	22:45	10:28	22:56	10:57	29	Storm	3	Delayed
94569	Amritsar-Varanasi Express	Express	NR	Amritsar	Varanasi	864	375.7	16:15	18:33	16:39	20:02	89	Fog	2	Delayed
56291	Amritsar-New Delhi Express	Express	NR	Amritsar	New Delhi	207	10.6	15:30	11:00	16:08	13:09	129	Rain	2	Delayed
68102	Mumbai Central-Vadodara Express	Express	WR	Mumbai Central	Vadodara	2559	226.1	19:45	07:04	20:36	09:07	123	Fog	2	Delayed
36304	Patna-Asansol Express	Express	ER	Patna	Asansol	1801	155	21:00	08:37	21:03	09:11	34	Clear	3	Delayed
76609	Lucknow-Amritsar Express	Express	NR	Lucknow	Amritsar	958	163.3	06:30	12:22	07:15	15:20	178	Rain	2	Delayed
73585	Guntur-Vijayawada Express	Express	SCR	Guntur	Vijayawada	2103	136.6	09:15	00:39	09:19	01:54	75	Fog	1	Delayed
85038	Gorakhpur-Kanpur Express	Express	NER	Gorakhpur	Kanpur	2709	378.9	09:30	16:39	09:33	17:33	54	Clear	1	Delayed
59216	Surat-Ahmedabad Express	Express	WR	Surat	Ahmedabad	1794	201.2	04:15	13:10	04:41	14:28	78	Fog	2	Delayed
66023	Muzaffarpur-Patna Express	Express	ECR	Muzaffarpur	Patna	784	44.8	02:45	20:15	03:01	21:23	68	Clear	1	Delayed
95326	Mumbai Central-Ahmedabad Express	Express	WR	Mumbai Central	Ahmedabad	364	168	13:15	15:25	13:18	15:35	10	Storm	1	On Time
18904	Coimbatore-Madurai Express	Express	SR	Coimbatore	Madurai	372	177.1	17:15	19:21	17:23	20:44	83	Heatwave	3	Delayed
25038	Durg-Bilaspur Express	Express	SECR	Durg	Bilaspur	1684	80.3	07:30	04:28	07:30	04:58	30	Rain	3	Delayed
81827	Nagpur-Bilaspur Express	Express	SECR	Nagpur	Bilaspur	2755	140.1	08:30	04:10	08:40	05:12	62	Fog	3	Delayed
24574	Lucknow-Varanasi Express	Express	NR	Lucknow	Varanasi	1132	71.1	02:30	18:25	02:30	18:52	27	Clear	1	Delayed
56927	Lucknow-New Delhi Express	Express	NR	Lucknow	New Delhi	2667	205.7	05:15	18:13	05:28	19:45	92	Clear	2	Delayed
55828	Chennai-Trivandrum Express	Express	SR	Chennai	Trivandrum	2245	990.4	20:30	22:46	20:49	00:20	94	Heatwave	2	Delayed
32952	New Delhi-Varanasi Express	Express	NR	New Delhi	Varanasi	2405	144.3	14:45	07:25	14:47	08:06	41	Heatwave	3	Delayed
30533	Jodhpur-Bikaner Express	Express	NWR	Jodhpur	Bikaner	1107	52.5	21:30	18:34	22:07	20:00	86	Storm	3	Delayed
85496	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	2412	206.7	02:30	14:10	02:30	15:41	91	Heatwave	1	Delayed
93062	Asansol-Sealdah Express	Express	ER	Asansol	Sealdah	1478	98.6	14:15	05:14	14:37	07:32	138	Rain	2	Delayed
39844	Lucknow-Amritsar Express	Express	NR	Lucknow	Amritsar	1995	136	18:15	08:55	18:20	09:34	39	Fog	2	Delayed
76250	Howrah-Patna Express	Express	ER	Howrah	Patna	813	69.2	13:30	01:15	14:07	03:27	132	Heatwave	3	Delayed
93378	Gaya-Muzaffarpur Express	Express	ECR	Gaya	Muzaffarpur	1228	185.1	02:30	09:08	02:30	10:32	84	Rain	3	Delayed
81751	New Delhi-Varanasi Express	Express	NR	New Delhi	Varanasi	680	61.7	13:15	00:16	13:45	02:43	147	Heatwave	2	Delayed
15516	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	1756	171.9	13:30	23:43	13:30	00:02	19	Heatwave	1	Delayed
74128	Surat-Vadodara Express	Express	WR	Surat	Vadodara	1695	102.8	23:30	15:59	23:38	16:54	55	Fog	2	Delayed
46244	Coimbatore-Trivandrum Express	Express	SR	Coimbatore	Trivandrum	1419	104.7	06:45	20:18	07:37	22:21	123	Clear	3	Delayed
84941	Bhopal-Jabalpur Express	Express	WCR	Bhopal	Jabalpur	2247	145.6	04:00	19:26	04:14	21:23	117	Heatwave	2	Delayed
29086	Raipur-Durg Express	Express	SECR	Raipur	Durg	1522	215.9	15:30	22:33	16:31	01:15	162	Fog	2	Delayed
74484	Hyderabad-Guntur Express	Express	SCR	Hyderabad	Guntur	192	25.6	18:00	01:30	18:19	02:08	38	Clear	2	Delayed
84687	Nagpur-Durg Express	Express	SECR	Nagpur	Durg	2624	143.4	08:45	03:03	09:08	04:47	104	Fog	2	Delayed
49148	Kota-Bhopal Express	Express	WCR	Kota	Bhopal	1946	128.7	03:00	18:07	03:00	18:15	8	Heatwave	3	On Time
44755	Surat-Mumbai Central Express	Express	WR	Surat	Mumbai Central	2503	139.1	09:45	03:45	09:47	04:06	21	Heatwave	3	Delayed
78913	Coimbatore-Trivandrum Express	Express	SR	Coimbatore	Trivandrum	1429	174.6	19:30	03:41	19:33	04:48	67	Rain	2	Delayed
60650	Vijayawada-Hyderabad Express	Express	SCR	Vijayawada	Hyderabad	358	27.5	02:00	15:02	02:00	17:26	144	Storm	1	Delayed
89312	Itarsi-Bhopal Express	Express	WCR	Itarsi	Bhopal	1230	60.4	10:00	06:21	10:01	06:56	35	Clear	1	Delayed
56320	Ajmer-Jaipur Express	Express	NWR	Ajmer	Jaipur	1144	55.4	03:45	00:24	03:52	02:01	97	Rain	3	Delayed
44593	Itarsi-Kota Express	Express	WCR	Itarsi	Kota	727	100.3	07:30	14:45	07:32	15:08	23	Heatwave	3	Delayed
76502	Bareilly-Gorakhpur Express	Express	NER	Bareilly	Gorakhpur	2213	130.7	08:45	01:41	08:47	04:26	165	Rain	3	Delayed
71423	Bhopal-Jabalpur Express	Express	WCR	Bhopal	Jabalpur	2055	110.7	22:45	17:19	23:13	18:41	82	Storm	3	Delayed
32095	Muzaffarpur-Dhanbad Express	Express	ECR	Muzaffarpur	Dhanbad	1205	89.7	07:45	21:11	08:23	22:29	78	Rain	2	Delayed
92256	Allahabad-Bareilly Express	Express	NER	Allahabad	Bareilly	439	32	16:15	05:57	16:28	06:52	55	Clear	1	Delayed
12395	Nagpur-Raipur Express	Express	SECR	Nagpur	Raipur	1577	73.2	12:45	10:17	13:33	12:18	121	Fog	2	Delayed
34906	Amritsar-New Delhi Express	Express	NR	Amritsar	New Delhi	412	46.7	02:00	10:49	02:28	13:26	157	Heatwave	2	Delayed
84180	Itarsi-Bhopal Express	Express	WCR	Itarsi	Bhopal	1496	695.8	09:15	11:24	09:36	13:02	98	Clear	1	Delayed
39334	Ahmedabad-Surat Express	Express	WR	Ahmedabad	Surat	2266	487.3	08:45	13:24	09:14	14:56	92	Fog	3	Delayed
31686	Jodhpur-Jaipur Express	Express	NWR	Jodhpur	Jaipur	473	99.2	04:30	09:16	04:34	10:46	90	Fog	3	Delayed
64201	Jabalpur-Kota Express	Express	WCR	Jabalpur	Kota	1521	119.8	23:00	11:42	23:13	12:42	60	Storm	2	Delayed
26746	Guntur-Secunderabad Express	Express	SCR	Guntur	Secunderabad	868	53.8	01:00	17:08	01:52	19:26	138	Rain	1	Delayed
14399	Ajmer-Bikaner Express	Express	NWR	Ajmer	Bikaner	2726	283	14:45	00:23	15:50	03:13	170	Fog	3	Delayed
49306	Chennai-Madurai Express	Express	SR	Chennai	Madurai	2025	137.4	19:00	09:44	19:40	11:49	125	Rain	3	Delayed
10730	Coimbatore-Chennai Express	Express	SR	Coimbatore	Chennai	1791	396.5	23:00	03:31	23:00	03:40	9	Clear	3	On Time
29140	Mumbai Central-Surat Express	Express	WR	Mumbai Central	Surat	2765	177.8	21:30	13:03	21:30	13:18	15	Heatwave	1	On Time
58350	Patna-Gaya Express	Express	ECR	Patna	Gaya	1545	702.3	17:00	19:12	18:07	21:55	163	Clear	2	Delayed
92396	Nagpur-Bilaspur Express	Express	SECR	Nagpur	Bilaspur	403	42.3	09:15	18:46	10:32	21:28	162	Rain	2	Delayed
39523	Vijayawada-Secunderabad Express	Express	SCR	Vijayawada	Secunderabad	2231	207.2	03:45	14:31	04:19	15:52	81	Heatwave	3	Delayed
75799	Ajmer-Jodhpur Express	Express	NWR	Ajmer	Jodhpur	1425	239.5	22:15	04:12	22:31	05:29	77	Rain	1	Delayed
61302	Gaya-Muzaffarpur Express	Express	ECR	Gaya	Muzaffarpur	409	17.5	20:15	19:38	20:37	20:31	53	Clear	2	Delayed
14429	Bhopal-Jabalpur Express	Express	WCR	Bhopal	Jabalpur	2149	175.2	19:45	08:01	19:59	09:51	110	Fog	2	Delayed
19949	Itarsi-Bhopal Express	Express	WCR	Itarsi	Bhopal	775	47.2	08:30	00:55	08:46	02:16	81	Clear	2	Delayed
94531	Jaipur-Jodhpur Express	Express	NWR	Jaipur	Jodhpur	387	124.2	15:15	18:22	15:22	18:49	27	Fog	2	Delayed
18387	Sealdah-Asansol Express	Express	ER	Sealdah	Asansol	2083	140.7	08:15	23:03	08:18	23:23	20	Rain	2	Delayed
48181	Ajmer-Jaipur Express	Express	NWR	Ajmer	Jaipur	2026	220.6	04:45	13:56	05:03	14:44	48	Storm	2	Delayed
13374	Vijayawada-Guntur Express	Express	SCR	Vijayawada	Guntur	1869	97.2	01:15	20:29	01:57	22:16	107	Clear	2	Delayed
34293	Jabalpur-Kota Express	Express	WCR	Jabalpur	Kota	1830	156.9	16:30	04:10	16:47	04:57	47	Rain	3	Delayed
54655	Lucknow-Varanasi Express	Express	NR	Lucknow	Varanasi	1605	1132.9	15:30	16:55	15:58	17:58	63	Fog	1	Delayed
19434	Bareilly-Allahabad Express	Express	NER	Bareilly	Allahabad	2655	650.2	14:00	18:05	14:21	20:13	128	Fog	3	Delayed
41190	Secunderabad-Hyderabad Express	Express	SCR	Secunderabad	Hyderabad	1431	471.8	11:30	14:32	11:42	16:09	97	Fog	2	Delayed
46130	Mumbai Central-Vadodara Express	Express	WR	Mumbai Central	Vadodara	2578	186.1	05:00	18:51	05:23	20:14	83	Clear	1	Delayed
31199	Bhopal-Itarsi Express	Express	WCR	Bhopal	Itarsi	214	62.3	07:30	10:56	08:00	12:34	98	Storm	1	Delayed
60252	Gorakhpur-Allahabad Express	Express	NER	Gorakhpur	Allahabad	438	19.1	00:45	23:40	01:16	02:40	180	Rain	3	Delayed
15568	Jabalpur-Kota Express	Express	WCR	Jabalpur	Kota	2495	204.5	15:15	03:27	15:53	05:38	131	Heatwave	2	Delayed
88378	Gaya-Muzaffarpur Express	Express	ECR	Gaya	Muzaffarpur	2145	227	03:00	12:27	03:09	14:18	111	Storm	1	Delayed
83383	Gorakhpur-Bareilly Express	Express	NER	Gorakhpur	Bareilly	562	24.8	05:45	04:27	06:47	06:43	136	Heatwave	3	Delayed
13131	Guntur-Secunderabad Express	Express	SCR	Guntur	Secunderabad	549	42.5	16:30	05:25	16:30	06:34	69	Heatwave	3	Delayed
95041	Gaya-Dhanbad Express	Express	ECR	Gaya	Dhanbad	1204	102.6	01:00	12:44	01:56	14:43	119	Heatwave	1	Delayed
39816	Kanpur-Allahabad Express	Express	NER	Kanpur	Allahabad	315	26.9	01:45	13:28	01:49	13:56	28	Fog	1	Delayed
61932	Lucknow-New Delhi Express	Express	NR	Lucknow	New Delhi	1406	300.2	10:45	15:26	11:21	16:57	91	Rain	3	Delayed
12253	Patna-Sealdah Express	Express	ER	Patna	Sealdah	2628	198.8	13:45	02:58	13:46	03:42	44	Rain	3	Delayed
96763	Madurai-Trivandrum Express	Express	SR	Madurai	Trivandrum	638	31.8	18:45	14:49	19:37	16:44	115	Heatwave	3	Delayed
90530	Lucknow-Amritsar Express	Express	NR	Lucknow	Amritsar	2747	123.6	05:30	03:43	05:42	04:39	56	Fog	2	Delayed
54075	Bareilly-Allahabad Express	Express	NER	Bareilly	Allahabad	594	36.6	01:45	18:00	02:40	20:13	133	Clear	1	Delayed
76510	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	844	142.2	13:45	19:41	13:56	20:37	56	Clear	2	Delayed
87910	Mumbai Central-Ahmedabad Express	Express	WR	Mumbai Central	Ahmedabad	2159	157.2	06:30	20:14	06:34	22:07	113	Storm	2	Delayed
24874	Hyderabad-Guntur Express	Express	SCR	Hyderabad	Guntur	2018	202.5	11:00	20:58	11:24	23:11	133	Storm	1	Delayed
86607	Vijayawada-Guntur Express	Express	SCR	Vijayawada	Guntur	1333	92.5	19:30	09:55	19:31	10:08	13	Clear	2	On Time
13221	Varanasi-Amritsar Express	Express	NR	Varanasi	Amritsar	1634	163.1	17:45	03:46	17:51	04:43	57	Storm	2	Delayed
36413	Kanpur-Gorakhpur Express	Express	NER	Kanpur	Gorakhpur	133	36.6	04:45	08:23	04:58	10:25	122	Clear	1	Delayed
83420	Kanpur-Gorakhpur Express	Express	NER	Kanpur	Gorakhpur	1069	64.5	10:00	02:34	11:01	04:47	133	Fog	2	Delayed
43639	Vijayawada-Hyderabad Express	Express	SCR	Vijayawada	Hyderabad	1068	199	17:30	22:52	17:36	23:15	23	Fog	3	Delayed
25161	Vijayawada-Secunderabad Express	Express	SCR	Vijayawada	Secunderabad	2782	435.8	19:30	01:53	19:52	02:42	49	Clear	3	Delayed
89420	Mumbai Central-Vadodara Express	Express	WR	Mumbai Central	Vadodara	432	30.4	05:15	19:28	06:05	22:11	163	Heatwave	3	Delayed
58729	Allahabad-Gorakhpur Express	Express	NER	Allahabad	Gorakhpur	631	105.5	01:00	06:59	01:26	08:42	103	Fog	3	Delayed
17505	Ahmedabad-Mumbai Central Express	Express	WR	Ahmedabad	Mumbai Central	2182	423.7	01:00	06:09	01:11	06:55	46	Rain	1	Delayed
46905	Trivandrum-Coimbatore Express	Express	SR	Trivandrum	Coimbatore	1862	498.8	21:30	01:14	22:22	03:01	107	Storm	3	Delayed
30246	Gorakhpur-Kanpur Express	Express	NER	Gorakhpur	Kanpur	406	36.5	08:00	19:07	09:07	21:45	158	Heatwave	2	Delayed
14969	Coimbatore-Madurai Express	Express	SR	Coimbatore	Madurai	1123	51.8	11:00	08:42	12:07	11:09	147	Storm	2	Delayed
20480	Raipur-Nagpur Express	Express	SECR	Raipur	Nagpur	1668	222.9	19:00	02:29	19:00	04:04	95	Heatwave	3	Delayed
79842	Muzaffarpur-Gaya Express	Express	ECR	Muzaffarpur	Gaya	1572	731.2	14:30	16:39	14:41	17:31	52	Rain	3	Delayed
44362	Jodhpur-Jaipur Express	Express	NWR	Jodhpur	Jaipur	1351	134.4	23:30	09:33	23:50	10:55	82	Clear	3	Delayed
25057	Itarsi-Kota Express	Express	WCR	Itarsi	Kota	53	5	22:15	08:53	23:06	10:35	102	Storm	3	Delayed
10522	Sealdah-Patna Express	Express	ER	Sealdah	Patna	2117	147.2	07:45	22:08	08:23	23:49	101	Heatwave	2	Delayed
63110	Gorakhpur-Bareilly Express	Express	NER	Gorakhpur	Bareilly	2790	164.8	21:45	14:41	22:12	16:00	79	Rain	2	Delayed
69117	Dhanbad-Gaya Express	Express	ECR	Dhanbad	Gaya	1687	152.4	05:15	16:19	05:17	17:25	66	Heatwave	2	Delayed
44380	Gaya-Patna Express	Express	ECR	Gaya	Patna	579	67.6	19:45	04:19	20:08	06:00	101	Heatwave	2	Delayed
16467	Kota-Itarsi Express	Express	WCR	Kota	Itarsi	870	63.4	18:45	08:28	19:41	11:11	163	Heatwave	2	Delayed
65446	Amritsar-Varanasi Express	Express	NR	Amritsar	Varanasi	2284	242.5	20:15	05:40	21:04	07:32	112	Heatwave	1	Delayed
89417	Guntur-Secunderabad Express	Express	SCR	Guntur	Secunderabad	2725	242.6	02:15	13:29	02:40	15:03	94	Fog	3	Delayed
49532	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	552	69.4	01:30	09:27	01:35	09:50	23	Fog	2	Delayed
48621	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	518	107.5	23:30	04:19	23:39	05:52	93	Rain	3	Delayed
34707	Guntur-Vijayawada Express	Express	SCR	Guntur	Vijayawada	2369	138.9	16:15	09:18	16:38	11:47	149	Rain	2	Delayed
78854	Jaipur-Jodhpur Express	Express	NWR	Jaipur	Jodhpur	1852	526.6	06:00	09:31	06:17	10:12	41	Storm	2	Delayed
27088	Bareilly-Allahabad Express	Express	NER	Bareilly	Allahabad	63	3.8	04:00	20:26	04:42	22:16	110	Clear	2	Delayed
85466	Vadodara-Ahmedabad Express	Express	WR	Vadodara	Ahmedabad	2289	120.9	03:15	22:11	03:25	22:51	40	Storm	3	Delayed
59275	Amritsar-New Delhi Express	Express	NR	Amritsar	New Delhi	159	13.7	15:15	02:50	16:21	05:03	133	Rain	2	Delayed
50259	Patna-Asansol Express	Express	ER	Patna	Asansol	2277	131.4	04:45	22:05	04:50	22:35	30	Rain	3	Delayed
17313	Asansol-Patna Express	Express	ER	Asansol	Patna	1806	1290	19:30	20:54	19:41	22:46	112	Heatwave	1	Delayed
62967	Surat-Vadodara Express	Express	WR	Surat	Vadodara	2752	225.9	19:00	07:11	19:03	07:51	40	Rain	3	Delayed
39485	Patna-Gaya Express	Express	ECR	Patna	Gaya	1845	219.2	00:30	08:55	01:13	11:08	133	Clear	2	Delayed
33892	Amritsar-Varanasi Express	Express	NR	Amritsar	Varanasi	2585	303.5	17:15	01:46	18:28	04:33	167	Clear	1	Delayed
35918	Surat-Ahmedabad Express	Express	WR	Surat	Ahmedabad	1181	56.6	08:30	05:23	08:32	05:51	28	Fog	2	Delayed
93265	Jabalpur-Itarsi Express	Express	WCR	Jabalpur	Itarsi	1220	156.1	09:45	17:34	09:51	20:03	149	Heatwave	2	Delayed
46389	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	1080	64.5	22:45	15:29	22:57	16:26	57	Storm	2	Delayed
50904	Bilaspur-Durg Express	Express	SECR	Bilaspur	Durg	159	7.1	12:15	10:42	12:16	10:48	6	Fog	2	On Time
76048	Asansol-Patna Express	Express	ER	Asansol	Patna	2388	115.7	03:15	23:53	03:19	01:43	110	Heatwave	1	Delayed
20486	Varanasi-Lucknow Express	Express	NR	Varanasi	Lucknow	995	50.3	23:30	19:16	00:24	21:49	153	Fog	2	Delayed
25731	Durg-Bilaspur Express	Express	SECR	Durg	Bilaspur	1829	116.2	22:30	14:14	22:49	15:46	92	Heatwave	1	Delayed
91424	Trivandrum-Chennai Express	Express	SR	Trivandrum	Chennai	872	282.8	10:15	13:20	10:56	15:31	131	Rain	1	Delayed
14571	Jaipur-Ajmer Express	Express	NWR	Jaipur	Ajmer	2378	199.3	19:15	07:11	19:15	07:23	12	Heatwave	3	On Time
75047	Jabalpur-Bhopal Express	Express	WCR	Jabalpur	Bhopal	628	27.2	20:30	19:35	21:15	22:01	146	Fog	2	Delayed
24711	Muzaffarpur-Gaya Express	Express	ECR	Muzaffarpur	Gaya	1857	179.4	08:15	18:36	08:37	20:43	127	Fog	2	Delayed
58183	Ahmedabad-Surat Express	Express	WR	Ahmedabad	Surat	2458	587.6	02:00	06:11	02:33	07:49	98	Clear	3	Delayed
31707	Hyderabad-Guntur Express	Express	SCR	Hyderabad	Guntur	2034	248.6	13:30	21:41	13:50	22:26	45	Heatwave	3	Delayed
34111	Asansol-Sealdah Express	Express	ER	Asansol	Sealdah	1425	88	07:00	23:12	07:08	23:29	17	Storm	2	Delayed
59842	Dhanbad-Patna Express	Express	ECR	Dhanbad	Patna	1527	172.5	14:30	23:21	14:59	02:05	164	Clear	2	Delayed
19324	Vadodara-Mumbai Central Express	Express	WR	Vadodara	Mumbai Central	1679	87.9	02:00	21:06	02:02	22:01	55	Clear	3	Delayed
96433	Kota-Bhopal Express	Express	WCR	Kota	Bhopal	1026	184.9	10:00	15:33	10:19	16:34	61	Rain	1	Delayed
54768	Allahabad-Gorakhpur Express	Express	NER	Allahabad	Gorakhpur	1508	548.4	17:00	19:45	17:34	20:55	70	Heatwave	2	Delayed
68103	Raipur-Bilaspur Express	Express	SECR	Raipur	Bilaspur	2468	329.1	20:00	03:30	20:18	04:14	44	Clear	2	Delayed
11237	Durg-Raipur Express	Express	SECR	Durg	Raipur	1131	92.2	12:15	00:31	12:22	01:10	39	Clear	2	Delayed
75265	Dhanbad-Gaya Express	Express	ECR	Dhanbad	Gaya	1103	103.7	21:45	08:23	22:12	10:03	100	Storm	2	Delayed
49080	Secunderabad-Vijayawada Express	Express	SCR	Secunderabad	Vijayawada	2358	447.7	16:45	22:01	16:55	22:25	24	Clear	3	Delayed
44790	Gaya-Patna Express	Express	ECR	Gaya	Patna	1389	108.9	02:45	15:30	02:53	16:02	32	Clear	2	Delayed
